ReviewId,OwnerId,CreatedOn,NumberOfPatches,LastUpdatedOn,Project,Branch,SubmitType,Status,Elasped time in hours,Number of approvals,Net approval score,Average approval score ,Number of comments,Date of last comment,Date of first comment,Comment Span in Hours,Number of total reviews owned by owner,Number of total approvals given by owner,Number of comments by owner on this review,Number of total comments by owner across all reviews,"Number of reviews of owner which have a status = ""merged""",What is the average approval score of the owner
42740,1004689,9/11/2012 18:05,1,9/11/2012 19:47,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,1.6833,4,3,0.75,3,9/11/2012 19:47,9/11/2012 18:08,1.0167,959,1871,2,5093,932,1.0866
42741,1004689,9/11/2012 18:05,2,9/11/2012 19:52,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,1.7667,4,2,0.5,6,9/11/2012 19:52,9/11/2012 18:08,1.0167,959,1871,4,5093,932,1.0866
42742,1003224,9/11/2012 18:18,1,9/24/2012 15:41,platform/bionic,refs/heads/master,MERGE_ALWAYS,merged,309.3833,2,2,1,3,9/24/2012 15:41,9/11/2012 18:49,99.9999,523,1300,2,3221,506,0.7054
42743,1003224,9/11/2012 18:19,1,9/24/2012 15:41,platform/system/core,refs/heads/master,MERGE_ALWAYS,merged,309.3667,8,2,0.25,3,9/24/2012 15:41,9/11/2012 18:53,99.9999,523,1300,2,3221,506,0.7054
42744,1004689,9/11/2012 18:25,2,9/11/2012 23:40,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,5.2333,4,2,0.5,10,9/11/2012 23:40,9/11/2012 18:25,5.0833,959,1871,8,5093,932,1.0866
42745,1001414,9/11/2012 20:40,1,9/11/2012 22:33,platform/tools/build,refs/heads/master,MERGE_ALWAYS,merged,1.8667,4,2,0.5,3,9/11/2012 22:33,9/11/2012 21:14,1.0167,861,3165,2,5964,837,0.8619
42746,1003224,9/11/2012 22:17,1,9/14/2012 19:02,platform/libcore,refs/heads/master,MERGE_ALWAYS,merged,68.7333,2,2,1,3,9/14/2012 19:02,9/11/2012 23:37,68.1167,523,1300,2,3221,506,0.7054
42747,1003224,9/12/2012 1:23,1,9/12/2012 19:45,platform/external/kernel-headers,refs/heads/master,MERGE_ALWAYS,merged,18.35,2,2,1,3,9/12/2012 19:45,9/12/2012 1:24,18.3,523,1300,2,3221,506,0.7054
42748,1010186,9/12/2012 1:45,1,9/12/2012 17:29,platform/ndk,refs/heads/master,MERGE_ALWAYS,merged,15.7167,4,3,0.75,4,9/12/2012 17:29,9/12/2012 3:35,13.2167,570,1163,3,2921,539,1.3267
42749,1003224,9/12/2012 1:55,2,9/12/2012 17:25,platform/system/core,refs/heads/master,MERGE_ALWAYS,merged,15.5,6,2,0.3333,9,9/12/2012 17:25,9/12/2012 16:50,0,523,1300,6,3221,506,0.7054
42750,1003224,9/12/2012 1:51,1,9/12/2012 17:13,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,15.3667,6,4,0.6667,10,9/12/2012 17:13,9/12/2012 3:44,13.2167,523,1300,4,3221,506,0.7054
42751,1003224,9/12/2012 2:05,3,1/3/2013 13:13,platform/bionic,refs/heads/master,MERGE_ALWAYS,merged,838.9833,6,4,0.6667,15,1/3/2013 13:13,9/12/2012 2:07,99.9999,523,1300,12,3221,506,0.7054
42752,1004689,9/12/2012 17:42,2,9/13/2012 18:15,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,24.55,2,2,1,6,9/13/2012 18:15,9/12/2012 17:42,24.4,959,1871,4,5093,932,1.0866
42753,1003966,9/12/2012 20:25,3,9/13/2012 23:55,platform/bionic,refs/heads/master,MERGE_ALWAYS,merged,27.5,1,2,2,4,9/13/2012 23:55,9/12/2012 20:26,27.45,92,325,1,780,81,0.7754
42754,1003723,9/12/2012 22:56,1,9/12/2012 22:58,platform/external/openssl,refs/heads/master,MERGE_ALWAYS,merged,0.0333,6,2,0.3333,3,9/12/2012 22:58,9/12/2012 22:56,0,96,842,2,1515,90,1.133
42755,1010570,9/12/2012 23:13,1,11/20/2012 21:30,platform/system/core,refs/heads/master,MERGE_ALWAYS,Open,838.9833,2,0,0,3,11/20/2012 21:30,9/17/2012 21:56,99.9999,21,11,NULL,71,NULL,0
42760,1010055,9/12/2012 2:22,3,9/17/2012 17:13,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,134.85,4,2,0.5,8,9/17/2012 17:13,9/12/2012 3:26,99.9999,237,911,6,1486,227,0.9396
42761,1001100,9/12/2012 2:39,2,9/12/2012 5:21,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,2.7,3,3,1,11,9/12/2012 5:21,9/12/2012 2:40,2.0333,709,2208,7,4177,667,0.5616
42762,1004689,9/12/2012 15:00,1,9/12/2012 15:43,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,0.7167,5,4,0.8,6,9/12/2012 15:43,9/12/2012 15:03,0,959,1871,4,5093,932,1.0866
42763,1003224,9/12/2012 17:51,1,9/12/2012 17:57,platform/bionic,refs/heads/master,MERGE_ALWAYS,merged,0.1,2,2,1,3,9/12/2012 17:57,9/12/2012 17:51,0,523,1300,2,3221,506,0.7054
42764,1003966,9/12/2012 22:24,1,9/12/2012 22:26,platform/cts,refs/heads/master,MERGE_ALWAYS,merged,0.0167,2,2,1,3,9/12/2012 22:26,9/12/2012 22:25,0,92,325,2,780,81,0.7754
42770,1015654,9/12/2012 3:17,1,10/19/2012 0:01,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Open,838.9833,1,0,0,1,10/19/2012 0:01,10/19/2012 0:01,0,1,NULL,NULL,NULL,NULL,NULL
42771,1014807,9/12/2012 6:00,1,9/12/2012 20:41,platform/ndk,refs/heads/master,MERGE_ALWAYS,merged,14.6667,4,2,0.5,2,9/12/2012 20:41,9/12/2012 20:41,0,84,136,NULL,59,79,0.0368
42772,1014807,9/12/2012 7:09,1,9/12/2012 20:41,platform/ndk,refs/heads/master,MERGE_ALWAYS,merged,13.5333,4,2,0.5,2,9/12/2012 20:41,9/12/2012 20:41,0,84,136,NULL,59,79,0.0368
42773,1014807,9/12/2012 10:35,1,9/12/2012 20:42,platform/ndk,refs/heads/master,MERGE_ALWAYS,merged,10.1167,4,2,0.5,2,9/12/2012 20:42,9/12/2012 20:42,0,84,136,NULL,59,79,0.0368
42774,1005243,9/12/2012 17:31,2,12/1/2012 11:01,platform/packages/apps/Mms,refs/heads/master,MERGE_ALWAYS,Open,838.9833,3,0,0,4,12/1/2012 11:01,10/8/2012 17:34,99.9999,60,47,2,208,29,0.0213
42780,1012828,9/12/2012 17:57,2,9/13/2012 1:45,platform/external/openssl,refs/heads/master,MERGE_ALWAYS,merged,7.7833,7,2,0.2857,4,9/13/2012 1:45,9/12/2012 19:27,6.1,1,2,NULL,NULL,1,NULL
42781,1012083,9/12/2012 19:44,3,1/15/2013 21:55,platform/external/svox,refs/heads/master,MERGE_ALWAYS,Open,838.9833,3,3,1,18,1/15/2013 21:55,9/13/2012 8:57,99.9999,8,7,6,28,3,0
42790,1006561,9/12/2012 19:06,1,10/8/2012 17:05,platform/system/core,refs/heads/master,MERGE_ALWAYS,Open,621.9667,10,0,0,1,10/8/2012 17:05,10/8/2012 17:05,0,17,27,NULL,38,6,0
42800,1012833,9/12/2012 21:28,1,9/13/2012 0:49,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,3.35,2,4,2,3,9/13/2012 0:49,9/12/2012 22:35,2.0333,21,58,2,239,20,0.7759
42810,1010570,9/12/2012 23:14,1,11/20/2012 21:30,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Open,838.9833,3,1,0.3333,4,11/20/2012 21:30,9/13/2012 1:10,99.9999,21,11,NULL,71,NULL,0
42811,1010570,9/12/2012 23:14,2,12/6/2012 16:42,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Open,838.9833,2,NULL,NULL,8,12/6/2012 16:42,9/13/2012 1:10,99.9999,21,11,3,71,NULL,0
42820,1003224,9/13/2012 0:35,2,9/22/2012 1:11,platform/bionic,refs/heads/master,MERGE_ALWAYS,merged,216.6,6,4,0.6667,18,9/22/2012 1:11,9/13/2012 0:36,99.9999,523,1300,8,3221,506,0.7054
42821,1014603,9/13/2012 10:12,1,10/1/2012 16:09,platform/bionic,refs/heads/master,MERGE_ALWAYS,merged,437.95,8,5,0.625,5,10/1/2012 16:09,9/14/2012 8:07,99.9999,114,17,NULL,45,26,0.5294
42822,1004689,9/13/2012 16:25,1,9/13/2012 21:22,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,4.9333,4,5,1.25,4,9/13/2012 21:22,9/13/2012 16:26,4.0667,959,1871,2,5093,932,1.0866
42823,1003224,9/13/2012 18:02,1,9/13/2012 18:02,platform/bionic,refs/heads/master,MERGE_ALWAYS,merged,0,2,2,1,2,9/13/2012 18:02,9/13/2012 18:02,0,523,1300,2,3221,506,0.7054
42824,1002975,9/13/2012 18:16,4,9/13/2012 22:26,platform/bionic,refs/heads/master,MERGE_ALWAYS,merged,4.15,3,2,0.6667,14,9/13/2012 22:26,9/13/2012 21:41,0,192,632,9,1696,175,0.5617
42825,1004689,9/13/2012 18:17,1,9/13/2012 18:18,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,0,1,2,2,2,9/13/2012 18:18,9/13/2012 18:18,0,959,1871,2,5093,932,1.0866
42826,1000414,9/13/2012 20:15,1,9/13/2012 22:40,kernel/common,refs/heads/android-3.4,FAST_FORWARD_ONLY,merged,2.4,2,3,1.5,4,9/13/2012 22:40,9/13/2012 22:39,0,312,384,2,926,301,1.4167
42827,1003224,9/13/2012 21:55,1,9/13/2012 22:15,platform/bionic,refs/heads/master,MERGE_ALWAYS,merged,0.3167,2,2,1,3,9/13/2012 22:15,9/13/2012 22:09,0,523,1300,2,3221,506,0.7054
42828,1004957,9/13/2012 22:51,2,9/13/2012 23:04,kernel/common,refs/heads/android-3.4,FAST_FORWARD_ONLY,merged,0.2,1,2,2,5,9/13/2012 23:04,9/13/2012 22:54,0,9,107,1,73,5,0.2897
42829,1001414,9/14/2012 0:06,1,9/14/2012 0:15,platform/tools/build,refs/heads/master,MERGE_ALWAYS,merged,0.15,5,2,0.4,4,9/14/2012 0:15,9/14/2012 0:14,0,861,3165,3,5964,837,0.8619
42830,1014807,9/13/2012 2:03,1,9/14/2012 5:13,platform/ndk,refs/heads/master,MERGE_ALWAYS,merged,27.1667,4,2,0.5,5,9/14/2012 5:13,9/13/2012 8:15,20.3333,84,136,NULL,59,79,0.0368
42831,1015143,9/13/2012 2:06,1,9/13/2012 2:16,platform/tools/build,refs/heads/master,MERGE_ALWAYS,merged,0.1667,1,2,2,2,9/13/2012 2:16,9/13/2012 2:16,0,18,46,NULL,15,18,0.0217
42832,1015675,9/13/2012 3:19,1,10/8/2012 16:30,platform/system/core,refs/heads/master,MERGE_ALWAYS,Open,613.1667,1,0,0,1,10/8/2012 16:30,10/8/2012 16:30,0,2,NULL,NULL,NULL,NULL,NULL
42840,1015143,9/13/2012 2:18,2,9/14/2012 0:05,platform/tools/build,refs/heads/master,MERGE_ALWAYS,merged,21.7833,2,2,1,12,9/14/2012 0:05,9/13/2012 2:35,21.35,18,46,3,15,18,0.0217
42841,1005243,9/13/2012 7:57,1,12/26/2012 9:11,platform/development,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,5,0,0,3,12/26/2012 9:11,9/13/2012 8:00,99.9999,60,47,2,208,29,0.0213
42850,1015675,9/13/2012 3:19,1,10/25/2012 17:18,platform/external/oprofile,refs/heads/master,MERGE_ALWAYS,Open,838.9833,1,0,0,1,10/25/2012 17:18,10/25/2012 17:18,0,2,NULL,NULL,NULL,NULL,NULL
42860,1002951,9/13/2012 6:47,1,9/17/2012 6:11,platform/frameworks/av,refs/heads/master,MERGE_ALWAYS,Abandoned,95.4,4,0,0,5,9/17/2012 6:11,9/13/2012 6:48,96.5833,644,352,3,1414,318,0.0227
42861,1002951,9/13/2012 10:43,1,10/8/2012 17:07,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Open,606.4,2,0,0,1,10/8/2012 17:07,10/8/2012 17:07,0,644,352,NULL,1414,318,0.0227
42862,1002951,9/13/2012 12:24,2,10/11/2012 17:42,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Open,677.2833,3,0,0,2,10/11/2012 17:42,9/13/2012 12:28,99.9999,644,352,1,1414,318,0.0227
42863,1002951,9/13/2012 13:50,3,2/15/2013 10:52,platform/frameworks/av,refs/heads/master,MERGE_ALWAYS,Open,838.9833,4,0,0,6,2/15/2013 10:52,10/15/2012 16:06,99.9999,644,352,4,1414,318,0.0227
42870,1010186,9/13/2012 7:24,1,9/13/2012 17:32,toolchain/gcc,refs/heads/master,MERGE_IF_NECESSARY,merged,10.1333,5,5,1,7,9/13/2012 17:32,9/13/2012 8:16,9.15,570,1163,2,2921,539,1.3267
42871,1002975,9/13/2012 18:24,1,9/13/2012 19:10,platform/system/core,refs/heads/master,MERGE_ALWAYS,merged,0.7667,3,3,1,6,9/13/2012 19:10,9/13/2012 18:24,0,192,632,4,1696,175,0.5617
42872,1010055,9/13/2012 19:28,1,9/13/2012 20:37,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,1.1333,2,3,1.5,3,9/13/2012 20:37,9/13/2012 19:30,1.0167,237,911,2,1486,227,0.9396
42873,1010055,9/13/2012 19:28,2,9/13/2012 20:38,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,1.15,2,2,1,8,9/13/2012 20:38,9/13/2012 19:30,1.0167,237,911,4,1486,227,0.9396
42874,1003224,9/13/2012 20:46,5,9/13/2012 22:19,platform/bionic,refs/heads/master,MERGE_ALWAYS,merged,1.5333,3,2,0.6667,10,9/13/2012 22:19,9/13/2012 20:55,1.0167,523,1300,9,3221,506,0.7054
42875,1000414,9/13/2012 20:58,1,9/13/2012 22:16,kernel/common,refs/heads/android-3.0,FAST_FORWARD_ONLY,merged,1.3,2,3,1.5,3,9/13/2012 22:16,9/13/2012 22:10,0,312,384,2,926,301,1.4167
42876,1003224,9/13/2012 23:56,1,9/13/2012 23:57,platform/bionic,refs/heads/master,MERGE_ALWAYS,Abandoned,0.0167,NULL,NULL,NULL,1,9/13/2012 23:57,9/13/2012 23:57,0,523,1300,1,3221,506,0.7054
42877,1001414,9/14/2012 0:23,2,9/14/2012 2:01,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,1.6333,2,2,1,5,9/14/2012 2:01,9/14/2012 0:52,1.0167,861,3165,3,5964,837,0.8619
42880,1002951,9/13/2012 8:04,1,10/15/2012 15:56,platform/packages/apps/Bluetooth,refs/heads/master,MERGE_ALWAYS,Open,775.85,3,0,0,1,10/15/2012 15:56,10/15/2012 15:56,0,644,352,NULL,1414,318,0.0227
42881,1002951,9/13/2012 8:30,2,11/30/2012 16:30,platform/frameworks/av,refs/heads/master,MERGE_ALWAYS,merged,838.9833,5,4,0.8,7,11/30/2012 16:30,10/15/2012 16:28,99.9999,644,352,2,1414,318,0.0227
42882,1002951,9/13/2012 13:45,1,9/13/2012 16:19,platform/packages/apps/Browser,refs/heads/master,MERGE_ALWAYS,merged,2.55,1,2,2,2,9/13/2012 16:19,9/13/2012 16:19,0,644,352,NULL,1414,318,0.0227
42890,1010578,9/13/2012 8:04,1,9/13/2012 16:46,platform/bionic,refs/heads/master,MERGE_ALWAYS,merged,8.6833,4,6,1.5,5,9/13/2012 16:46,9/13/2012 8:08,8.1333,50,524,NULL,419,48,0.4294
42891,1014283,9/13/2012 15:04,1,9/24/2012 21:56,platform/frameworks/native,refs/heads/master,MERGE_ALWAYS,merged,270.85,6,6,1,5,9/24/2012 21:56,9/13/2012 18:55,99.9999,3,1,NULL,3,1,0
42892,1004689,9/13/2012 15:26,1,9/13/2012 21:22,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,5.9167,4,4,1,5,9/13/2012 21:22,9/13/2012 15:27,5.0833,959,1871,2,5093,932,1.0866
42893,1014283,9/13/2012 18:41,2,9/17/2012 15:15,platform/frameworks/native,refs/heads/master,MERGE_ALWAYS,Abandoned,92.55,2,0,0,4,9/17/2012 15:15,9/13/2012 19:08,93.5333,3,1,3,3,1,0
42894,1002975,9/13/2012 21:41,3,9/13/2012 22:26,platform/bionic,refs/heads/master,MERGE_ALWAYS,merged,0.7333,2,2,1,8,9/13/2012 22:26,9/13/2012 21:50,0,192,632,5,1696,175,0.5617
42895,1015528,9/13/2012 21:55,1,10/3/2012 23:33,platform/frameworks/opt/telephony,refs/heads/master,MERGE_ALWAYS,Open,481.6333,5,0,0,6,10/3/2012 23:33,9/13/2012 21:57,99.9999,4,7,1,9,1,0
42896,1010669,9/13/2012 22:35,1,12/20/2012 22:08,platform/development,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,3,-2,-0.6667,7,12/20/2012 22:08,9/13/2012 22:43,99.9999,29,106,3,275,14,-0.0943
42897,1004957,9/13/2012 22:44,3,9/13/2012 23:03,kernel/common,refs/heads/android-3.4,FAST_FORWARD_ONLY,merged,0.3,1,2,2,7,9/13/2012 23:03,9/13/2012 22:49,0,9,107,2,73,5,0.2897
42898,1004957,9/13/2012 22:44,3,9/13/2012 23:04,kernel/common,refs/heads/android-3.4,FAST_FORWARD_ONLY,merged,0.3167,1,2,2,6,9/13/2012 23:04,9/13/2012 22:50,0,9,107,2,73,5,0.2897
42899,1004957,9/13/2012 22:44,1,9/13/2012 22:52,kernel/common,refs/heads/android-3.4,FAST_FORWARD_ONLY,Abandoned,0.1333,NULL,NULL,NULL,1,9/13/2012 22:52,9/13/2012 22:52,0,9,107,1,73,5,0.2897
42900,1010254,9/13/2012 8:07,1,11/28/2012 8:53,platform/libcore,refs/heads/gingerbread,MERGE_ALWAYS,Open,838.9833,7,5,0.7143,9,11/28/2012 8:53,9/14/2012 6:56,99.9999,5,7,3,17,1,0.1429
42901,1002951,9/13/2012 10:16,1,11/1/2012 22:26,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Open,838.9833,3,0,0,1,11/1/2012 22:26,11/1/2012 22:26,0,644,352,NULL,1414,318,0.0227
42902,1002951,9/13/2012 10:47,1,9/13/2012 11:05,platform/cts,refs/heads/jb-dev,MERGE_ALWAYS,Open,0.3,2,0,0,1,9/13/2012 11:05,9/13/2012 11:05,0,644,352,1,1414,318,0.0227
42903,1002951,9/13/2012 11:23,2,11/20/2012 21:59,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,838.9833,5,2,0.4,8,11/20/2012 21:59,10/8/2012 23:46,99.9999,644,352,3,1414,318,0.0227
42910,1013433,9/13/2012 21:33,1,9/17/2012 18:46,platform/external/sepolicy,refs/heads/master,MERGE_IF_NECESSARY,merged,93.2167,4,3,0.75,5,9/17/2012 18:46,9/13/2012 21:34,94.55,43,106,2,416,9,0.5472
42920,1004957,9/13/2012 22:44,1,9/13/2012 22:45,kernel/common,refs/heads/android-3.4,FAST_FORWARD_ONLY,Abandoned,0,NULL,NULL,NULL,1,9/13/2012 22:45,9/13/2012 22:45,0,9,107,1,73,5,0.2897
42921,1004957,9/13/2012 22:54,1,9/13/2012 22:55,kernel/common,refs/heads/android-3.4,FAST_FORWARD_ONLY,Abandoned,0,NULL,NULL,NULL,1,9/13/2012 22:55,9/13/2012 22:55,0,9,107,1,73,5,0.2897
42922,1004957,9/13/2012 22:54,1,9/13/2012 22:55,kernel/common,refs/heads/android-3.4,FAST_FORWARD_ONLY,Abandoned,0,NULL,NULL,NULL,1,9/13/2012 22:55,9/13/2012 22:55,0,9,107,1,73,5,0.2897
42923,1003902,9/13/2012 23:11,1,9/13/2012 23:55,platform/frameworks/opt/telephony,refs/heads/master,MERGE_ALWAYS,merged,0.7333,2,2,1,2,9/13/2012 23:55,9/13/2012 23:55,0,72,161,NULL,399,40,0.0435
42924,1003224,9/13/2012 23:52,1,9/13/2012 23:52,platform/bionic,refs/heads/master,MERGE_ALWAYS,merged,0,1,2,2,2,9/13/2012 23:52,9/13/2012 23:52,0,523,1300,2,3221,506,0.7054
42930,1010578,9/14/2012 7:09,2,10/1/2012 16:00,platform/system/security,refs/heads/master,MERGE_ALWAYS,merged,416.8333,3,3,1,11,10/1/2012 16:00,9/14/2012 18:36,99.9999,50,524,4,419,48,0.4294
42931,1010578,9/14/2012 9:00,2,10/1/2012 12:23,platform/ndk,refs/heads/master,MERGE_ALWAYS,merged,411.3667,4,4,1,10,10/1/2012 12:23,9/14/2012 18:18,99.9999,50,524,4,419,48,0.4294
42932,1003224,9/14/2012 18:55,1,9/14/2012 20:51,platform/dalvik,refs/heads/master,MERGE_ALWAYS,merged,1.9167,2,2,1,3,9/14/2012 20:51,9/14/2012 20:46,0,523,1300,2,3221,506,0.7054
42933,1003224,9/14/2012 22:44,1,9/14/2012 23:14,platform/bionic,refs/heads/master,MERGE_ALWAYS,merged,0.5,3,2,0.6667,3,9/14/2012 23:14,9/14/2012 23:09,0,523,1300,2,3221,506,0.7054
42940,1003744,9/14/2012 14:07,1,9/18/2012 17:28,platform/packages/apps/Browser,refs/heads/master,MERGE_ALWAYS,merged,99.35,2,2,1,2,9/18/2012 17:28,9/18/2012 17:28,0,71,42,NULL,113,41,0
42941,1003744,9/14/2012 14:10,2,2/8/2013 16:22,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,838.9833,5,2,0.4,9,2/8/2013 16:22,9/14/2012 15:36,99.9999,71,42,NULL,113,41,0
42950,1012384,9/14/2012 16:29,1,11/6/2012 16:57,platform/development,refs/heads/master,MERGE_ALWAYS,Open,838.9833,6,0,0,1,11/6/2012 16:57,11/6/2012 16:57,0,3,2,NULL,10,1,0
42960,1001414,9/14/2012 17:41,3,9/15/2012 1:00,platform/tools/build,refs/heads/master,MERGE_ALWAYS,merged,7.3167,5,2,0.4,17,9/15/2012 1:00,9/14/2012 17:48,7.1167,861,3165,8,5964,837,0.8619
42961,1003224,9/14/2012 18:54,1,9/14/2012 19:07,platform/libcore,refs/heads/master,MERGE_ALWAYS,merged,0.2167,2,2,1,3,9/14/2012 19:07,9/14/2012 19:05,0,523,1300,2,3221,506,0.7054
42962,1001100,9/14/2012 21:16,1,9/15/2012 5:50,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,8.55,2,3,1.5,3,9/15/2012 5:50,9/14/2012 22:10,7.1167,709,2208,2,4177,667,0.5616
42963,1001100,9/14/2012 21:16,4,9/15/2012 5:50,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,8.55,3,2,0.6667,13,9/15/2012 5:50,9/14/2012 21:22,8.1333,709,2208,6,4177,667,0.5616
42964,1001891,9/14/2012 21:36,2,11/1/2012 19:18,kernel/common,refs/heads/android-3.4,FAST_FORWARD_ONLY,merged,838.9833,3,2,0.6667,5,11/1/2012 19:18,11/1/2012 19:07,0,206,468,3,911,174,0.703
42965,1002751,9/14/2012 23:07,1,9/15/2012 0:21,kernel/common,refs/heads/android-3.4,FAST_FORWARD_ONLY,merged,1.2333,3,2,0.6667,3,9/15/2012 0:21,9/15/2012 0:13,0,608,1237,2,3054,469,0.9709
42966,1002751,9/14/2012 23:07,1,9/15/2012 0:22,kernel/common,refs/heads/android-3.4,FAST_FORWARD_ONLY,merged,1.2333,3,2,0.6667,3,9/15/2012 0:22,9/15/2012 0:20,0,608,1237,2,3054,469,0.9709
42970,1010111,9/14/2012 18:23,1,9/14/2012 19:18,platform/external/libselinux,refs/heads/master,MERGE_IF_NECESSARY,merged,0.9,3,3,1,4,9/14/2012 19:18,9/14/2012 18:27,0,50,137,NULL,371,41,0.4745
42980,1002975,9/14/2012 21:37,1,9/24/2012 16:15,platform/prebuilts/qemu-kernel,refs/heads/master,MERGE_ALWAYS,merged,234.6167,2,2,1,3,9/24/2012 16:15,9/14/2012 22:35,99.9999,192,632,3,1696,175,0.5617
42981,1002975,9/14/2012 21:42,2,9/24/2012 17:42,kernel/goldfish,refs/heads/android-goldfish-2.6.29,FAST_FORWARD_ONLY,merged,236,4,3,0.75,9,9/24/2012 17:42,9/14/2012 21:42,99.9999,192,632,3,1696,175,0.5617
42982,1003224,9/14/2012 21:44,1,9/14/2012 21:44,platform/libcore,refs/heads/master,MERGE_ALWAYS,merged,0,2,2,1,2,9/14/2012 21:44,9/14/2012 21:44,0,523,1300,2,3221,506,0.7054
42983,1003224,9/14/2012 21:50,1,9/14/2012 22:40,platform/libcore,refs/heads/master,MERGE_ALWAYS,merged,0.8167,3,3,1,4,9/14/2012 22:40,9/14/2012 22:36,0,523,1300,2,3221,506,0.7054
42984,1004689,9/14/2012 21:59,2,9/17/2012 21:42,platform/sdk,refs/heads/master,MERGE_ALWAYS,merged,71.7167,4,3,0.75,5,9/17/2012 21:42,9/14/2012 22:00,72.1833,959,1871,4,5093,932,1.0866
42985,1004254,9/15/2012 0:49,1,10/30/2012 21:46,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Open,838.9833,3,0,0,1,10/30/2012 21:46,10/30/2012 21:46,0,59,28,NULL,110,24,0.0714
42990,1010646,9/15/2012 14:14,2,2/7/2013 3:59,platform/frameworks/support,refs/heads/master,MERGE_ALWAYS,merged,838.9833,6,2,0.3333,6,2/7/2013 3:59,10/2/2012 12:57,99.9999,3,1,3,4,2,0
42991,1003744,9/17/2012 10:11,2,11/27/2012 19:54,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,838.9833,5,3,0.6,8,11/27/2012 19:54,9/17/2012 17:46,99.9999,71,42,NULL,113,41,0
42992,1003744,9/18/2012 13:46,1,9/25/2012 12:09,platform/build,refs/heads/master,MERGE_ALWAYS,Abandoned,166.3667,2,0,0,2,9/25/2012 12:09,9/18/2012 13:48,99.9999,71,42,2,113,41,0
43000,1011704,9/16/2012 1:02,2,10/23/2012 16:53,platform/packages/apps/Settings,refs/heads/master,MERGE_ALWAYS,Open,838.9833,3,1,0.3333,4,10/23/2012 16:53,9/16/2012 1:03,99.9999,2,2,3,4,1,1
43001,1013433,9/17/2012 20:06,2,9/17/2012 23:58,platform/external/sepolicy,refs/heads/master,MERGE_IF_NECESSARY,merged,3.8667,4,3,0.75,7,9/17/2012 23:58,9/17/2012 20:20,3.05,43,106,4,416,9,0.5472
43010,1010080,9/16/2012 14:19,2,11/14/2012 3:50,device/samsung/crespo,refs/heads/master,MERGE_ALWAYS,Abandoned,838.9833,2,0,0,4,11/14/2012 3:50,9/16/2012 14:21,99.9999,6,14,4,33,1,0.1429
43011,1005243,9/18/2012 15:52,4,11/15/2012 19:46,platform/packages/apps/Mms,refs/heads/master,MERGE_ALWAYS,merged,838.9833,4,2,0.5,10,11/15/2012 19:46,9/18/2012 15:53,99.9999,60,47,4,208,29,0.0213
43020,1000414,9/16/2012 17:21,1,9/17/2012 5:02,kernel/common,refs/heads/android-3.4,FAST_FORWARD_ONLY,merged,11.6667,2,2,1,3,9/17/2012 5:02,9/16/2012 17:22,11.1833,312,384,2,926,301,1.4167
43021,1000414,9/17/2012 18:38,1,9/17/2012 18:40,kernel/common,refs/heads/android-3.0,FAST_FORWARD_ONLY,merged,0.0333,2,2,1,3,9/17/2012 18:40,9/17/2012 18:39,0,312,384,2,926,301,1.4167
43022,1000414,9/17/2012 18:38,1,9/17/2012 18:39,kernel/common,refs/heads/android-3.0,FAST_FORWARD_ONLY,merged,0.0167,2,2,1,2,9/17/2012 18:39,9/17/2012 18:39,0,312,384,2,926,301,1.4167
43023,1010055,9/17/2012 21:22,1,9/17/2012 23:21,platform/prebuilts/eclipse-build-deps,refs/heads/master,MERGE_ALWAYS,merged,1.9667,3,2,0.6667,3,9/17/2012 23:21,9/17/2012 23:12,0,237,911,2,1486,227,0.9396
